  19    1   1
  0.64597874	 57.46867749	  0.        
  0.61547039	 57.69431685	  0.        
  0.58497258	 57.94348804	  0.        
  0.55448705	 58.22006366	  0.        
  0.52401595	 58.52881249	  0.        
  0.49356194	 58.8756736 	  0.        
  0.4631284 	 59.26813727	  0.        
  0.43271964	 59.71578411	  0.        
  0.40234129	 60.23106469	  0.        
  0.37200079	 60.83045343	  0.        
  0.34170824	 61.53620329	  0.        
  0.3114776 	 62.37909644	  0.        
  0.28132886	 63.40291061	  0.        
  0.25129148	 64.6719719 	  0.        
  0.22141079	 66.28454691	  0.        
  0.19176006	 68.39794193	  0.        
  0.16246524	 71.27867834	  0.        
  0.13376037	 75.41036788	  0.        
  0.10612526	 81.74290045	  0.        
